onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
170.218	n/a	85109	seqLearning_start	91	n/a	n/a	8
176.456	n/a	88228	learningBlock_1	31	n/a	n/a	8
176.49	n/a	88245	dot_no1_ON	11	n/a	n/a	8
177.078	n/a	88539	dot_no1_OFF	21	n/a	n/a	8
178.398	n/a	89199	dot_no6_ON	16	n/a	n/a	8
178.988	n/a	89494	dot_no6_OFF	26	n/a	n/a	8
180.308	n/a	90154	dot_no4_ON	14	n/a	n/a	8
180.888	n/a	90444	dot_no4_OFF	24	n/a	n/a	8
182.208	n/a	91104	dot_no2_ON	12	n/a	n/a	8
182.788	n/a	91394	dot_no2_OFF	22	n/a	n/a	8
184.108	n/a	92054	dot_no7_ON	17	n/a	n/a	8
184.688	n/a	92344	dot_no7_OFF	27	n/a	n/a	8
186.008	n/a	93004	dot_no3_ON	13	n/a	n/a	8
186.588	n/a	93294	dot_no3_OFF	23	n/a	n/a	8
187.908	n/a	93954	dot_no8_ON	18	n/a	n/a	8
188.488	n/a	94244	dot_no8_OFF	28	n/a	n/a	8
189.808	n/a	94904	dot_no5_ON	15	n/a	n/a	8
190.388	n/a	95194	dot_no5_OFF	25	n/a	n/a	8
191.708	n/a	95854	dot_no2_ON	12	n/a	n/a	8
192.288	n/a	96144	dot_no2_OFF	22	n/a	n/a	8
193.608	n/a	96804	dot_no7_ON	17	n/a	n/a	8
194.188	n/a	97094	dot_no7_OFF	27	1-6-3-5-2-8-4-7-5-7	1-6-4-2-7-3-8-5-2-7	8
232.708	n/a	116354	learningBlock_2	32	n/a	n/a	8
232.716	n/a	116358	dot_no1_ON	11	n/a	n/a	8
233.296	n/a	116648	dot_no1_OFF	21	n/a	n/a	8
234.616	n/a	117308	dot_no6_ON	16	n/a	n/a	8
235.206	n/a	117603	dot_no6_OFF	26	n/a	n/a	8
236.526	n/a	118263	dot_no4_ON	14	n/a	n/a	8
237.116	n/a	118558	dot_no4_OFF	24	n/a	n/a	8
238.436	n/a	119218	dot_no2_ON	12	n/a	n/a	8
239.016	n/a	119508	dot_no2_OFF	22	n/a	n/a	8
240.336	n/a	120168	dot_no7_ON	17	n/a	n/a	8
240.916	n/a	120458	dot_no7_OFF	27	n/a	n/a	8
242.236	n/a	121118	dot_no3_ON	13	n/a	n/a	8
242.816	n/a	121408	dot_no3_OFF	23	n/a	n/a	8
244.136	n/a	122068	dot_no8_ON	18	n/a	n/a	8
244.716	n/a	122358	dot_no8_OFF	28	n/a	n/a	8
246.036	n/a	123018	dot_no5_ON	15	n/a	n/a	8
246.616	n/a	123308	dot_no5_OFF	25	n/a	n/a	8
247.936	n/a	123968	dot_no2_ON	12	n/a	n/a	8
248.516	n/a	124258	dot_no2_OFF	22	n/a	n/a	8
249.836	n/a	124918	dot_no7_ON	17	n/a	n/a	8
250.416	n/a	125208	dot_no7_OFF	27	1-6-4-2-3-7-8-5-2-7	1-6-4-2-7-3-8-5-2-7	8
279.188	n/a	139594	learningBlock_3	33	n/a	n/a	8
279.196	n/a	139598	dot_no1_ON	11	n/a	n/a	8
279.786	n/a	139893	dot_no1_OFF	21	n/a	n/a	8
281.106	n/a	140553	dot_no6_ON	16	n/a	n/a	8
281.686	n/a	140843	dot_no6_OFF	26	n/a	n/a	8
283.006	n/a	141503	dot_no4_ON	14	n/a	n/a	8
283.586	n/a	141793	dot_no4_OFF	24	n/a	n/a	8
