onset	duration	sample	value	event_code
0	n/a	0	9999	9999
3.89	n/a	1945	video_start	83
174.438	n/a	87219	video_stop	103
174.98	n/a	87490	break cnt	break cnt
204.924	n/a	102462	9999	9999
