onset	duration	sample	value	event_code
0	n/a	0	9999	9999
6.538	n/a	3269	video_start	83
177.096	n/a	88548	video_stop	103
177.664	n/a	88832	break cnt	break cnt
234.162	n/a	117081	9999	9999
