Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAC349YUC,135589,109,1,n/a
NDARAC350BZ0,269903,109,1,n/a
NDARAD615WLJ,NaN,NaN,0,n/a
NDARAG584XLU,141327,109,1,n/a
NDARAH503YG1,NaN,NaN,0,n/a
NDARAX272ZJL,168488,109,1,n/a
NDARAX283MAK,151365,109,1,n/a
NDARAX887JRN,128151,110,1,n/a
NDARAY461TZZ,140342,109,1,n/a
NDARBC734UVY,NaN,NaN,0,n/a
NDARBJ482HJL,120043,109,1,n/a
NDARBL444FBA,125964,109,1,n/a
NDARBR128UFP,117791,109,1,n/a
NDARBT640EBN,228360,109,1,n/a
NDARBU098PJT,140479,109,1,n/a
NDARBU532YXZ,169804,109,1,n/a
NDARBU928LV0,134163,109,1,n/a
NDARBV059CGE,NaN,NaN,0,n/a
NDARBV167RMU,147653,109,1,n/a
NDARBV577EE0,191307,109,1,n/a
NDARBZ913ZB9,127978,109,1,n/a
NDARCC140AAK,135152,109,1,n/a
NDARCF052AE0,175177,109,1,n/a
NDARCG037CX4,NaN,NaN,0,n/a
NDARCG947ZC0,NaN,NaN,0,n/a
NDARCH001CN2,142914,109,1,n/a
NDARCM826PV9,NaN,NaN,0,n/a
NDARCU001ZN7,171415,109,1,n/a
NDARCW497XW2,NaN,NaN,0,n/a
NDARCX053GU5,NaN,NaN,0,n/a
NDARCZ915NC1,144435,109,1,n/a
NDARDA665DRH,NaN,NaN,0,n/a
NDARDE597GKQ,132066,109,1,n/a
NDARDF568GL5,NaN,NaN,0,n/a
NDARDJ092YKH,143491,109,1,n/a
NDARDK197BHM,111652,109,1,n/a
NDARDL129FV3,144913,109,1,n/a
NDARDM118LR6,144786,109,1,n/a
NDARDM419DLQ,NaN,NaN,0,n/a
NDARDN393BJH,NaN,NaN,0,n/a
NDARDN489EXJ,133987,109,1,n/a
NDARDN924BV2,NaN,NaN,0,n/a
NDARDR458MR7,NaN,NaN,0,n/a
NDARDU760YZC,172738,109,1,n/a
NDARDV222JZ6,NaN,NaN,0,n/a
NDARDX451ZGM,157578,109,1,n/a
NDARDX857DLB,216780,109,1,n/a
NDARDX872VH6,NaN,NaN,0,n/a
NDARDY714NV9,190254,109,1,n/a
NDARDZ321FMY,NaN,NaN,0,n/a
NDARDZ627XFA,NaN,NaN,0,n/a
NDAREC647MKW,231459,109,1,n/a
NDAREC648WEL,125891,109,1,n/a
NDAREF888EVV,NaN,NaN,0,n/a
NDAREG408DJ5,154112,109,1,n/a
NDAREG930XPP,NaN,NaN,0,n/a
NDAREH852JE0,145352,109,1,n/a
NDAREK255DEE,NaN,NaN,0,n/a
NDAREL164JM1,NaN,NaN,0,n/a
NDAREM703YFD,NaN,NaN,0,n/a
NDAREN667YTZ,132052,109,1,n/a
NDAREU591YYA,154277,109,1,n/a
NDAREV617HAP,NaN,NaN,0,n/a
NDAREW201WD9,NaN,NaN,0,n/a
NDAREW671HZW,NaN,NaN,0,n/a
NDAREX065KJU,176763,109,1,n/a
NDAREX336AC1,NaN,NaN,0,n/a
NDARFA233CUK,149651,109,1,n/a
NDARFA811KTX,153036,109,1,n/a
NDARFB506UJ3,132803,109,1,n/a
NDARFJ179MG0,136451,109,1,n/a
NDARFJ803JF7,205579,109,1,n/a
NDARFK027LB0,147488,109,1,n/a
NDARFM619GTV,113627,109,1,n/a
NDARFN553LUV,198991,109,1,n/a
NDARFP909LY1,NaN,NaN,0,n/a
NDARFR820KFF,146214,109,1,n/a
NDARFR849NTP,150817,109,1,n/a
NDARFT964EU8,147514,109,1,n/a
NDARFV061AR5,156962,109,1,n/a
NDARFW578RU9,NaN,NaN,0,n/a
NDARGA507DCC,125877,109,1,n/a
NDARGB000CW8,130877,110,1,n/a
NDARGG539YGN,NaN,NaN,0,n/a
NDARGH074MU6,128367,109,1,n/a
NDARGK608LJ8,208130,109,1,n/a
NDARGK786DWR,133378,109,1,n/a
NDARGL105JJ7,196460,109,1,n/a
NDARGR358FGC,178377,109,1,n/a
NDARGU395RFP,159763,109,1,n/a
NDARGX443CEU,NaN,NaN,0,n/a
NDARGY580WWL,118196,109,1,n/a
NDARGZ282DLD,131451,109,1,n/a
NDARHE199NGL,NaN,NaN,0,n/a
NDARHG152GZC,212161,109,1,n/a
NDARHG188YE9,NaN,NaN,0,n/a
NDARHG294AFG,137703,109,1,n/a
NDARHK526BY1,NaN,NaN,0,n/a
NDARHN749RW4,NaN,NaN,0,n/a
NDARHN931CJV,NaN,NaN,0,n/a
NDARHR099EWX,138913,109,1,n/a
NDARHR901YLY,186329,109,1,n/a
NDARHX628PC6,160152,109,1,n/a
NDARJB233RL7,148390,109,1,n/a
NDARJC010YYF,NaN,NaN,0,n/a
NDARJC559WW5,163461,109,1,n/a
NDARJE686DJL,NaN,NaN,0,n/a
NDARJF565ZRA,NaN,NaN,0,n/a
NDARJF579EH9,225129,109,1,n/a
NDARJH707GJM,191578,109,1,n/a
NDARJJ277JP3,262230,109,1,n/a
NDARJL861WTP,NaN,NaN,0,n/a
NDARJP146GT9,NaN,NaN,0,n/a
NDARJT615WM7,NaN,NaN,0,n/a
NDARJU787GF5,NaN,NaN,0,n/a
NDARJX258XF0,169437,109,1,n/a
NDARJZ167VEZ,173829,109,1,n/a
NDARKA958FAH,NaN,NaN,0,n/a
NDARKB290YNY,176910,109,1,n/a
NDARKE604RXR,NaN,NaN,0,n/a
NDARKF442GZ5,159978,109,1,n/a
NDARKG460MWV,NaN,NaN,0,n/a
NDARKG594WKT,151052,109,1,n/a
NDARKJ322ELL,NaN,NaN,0,n/a
NDARKL327YDQ,166478,109,1,n/a
NDARKM476GFK,NaN,NaN,0,n/a
NDARKM605AXX,NaN,NaN,0,n/a
NDARKM784VA7,129143,109,1,n/a
NDARKN633WZA,201303,109,1,n/a
NDARKN988BRP,166862,109,1,n/a
NDARKR155ME9,NaN,NaN,0,n/a
NDARKW010CT2,236155,109,1,n/a
NDARKW383ZPF,148803,109,1,n/a
NDARKW521EMY,NaN,NaN,0,n/a
NDARKX528PH3,NaN,NaN,0,n/a
NDARKX788PHG,146526,109,1,n/a
NDARKZ479FC8,193452,109,1,n/a
NDARLD738DUM,142014,109,1,n/a
NDARLE417FRX,143965,109,1,n/a
NDARLF446MT5,195504,109,1,n/a
NDARLG154ZA3,134440,109,1,n/a
NDARLH881FBD,208204,109,1,n/a
NDARLJ148JH2,154640,109,1,n/a
NDARLJ334YD0,201709,109,1,n/a
NDARLK551KXD,NaN,NaN,0,n/a
NDARLP246NT6,NaN,NaN,0,n/a
NDARLR620FW6,162612,109,1,n/a
NDARLU111UYF,151262,109,1,n/a
NDARLY483UNZ,156062,109,1,n/a
NDARMA449YB6,182034,109,1,n/a
NDARMA584EM0,NaN,NaN,0,n/a
NDARMB216LA6,162802,109,1,n/a
NDARMC325JCN,NaN,NaN,0,n/a
NDARME880JD7,NaN,NaN,0,n/a
NDARMF508PA2,NaN,NaN,0,n/a
NDARMF939FNX,162327,109,1,n/a
NDARMJ495DE0,150463,109,1,n/a
NDARMN302YAV,NaN,NaN,0,n/a
NDARMP784KKE,NaN,NaN,0,n/a
NDARMT661WCR,NaN,NaN,0,n/a
NDARMT882AWE,122166,109,1,n/a
NDARMV575DC1,NaN,NaN,0,n/a
NDARMV822KWR,NaN,NaN,0,n/a
NDARNA335GX2,NaN,NaN,0,n/a
NDARNE196LV0,145587,109,1,n/a
NDARNF341BNN,NaN,NaN,0,n/a
NDARNK005BRN,172879,109,1,n/a
NDARNK055HVH,201156,109,1,n/a
NDARNK241ZXA,NaN,NaN,0,n/a
NDARNM147CG2,NaN,NaN,0,n/a
NDARNN164EA6,NaN,NaN,0,n/a
NDARNT151UN1,NaN,NaN,0,n/a
NDARNZ792HBN,NaN,NaN,0,n/a
NDARPA570LBF,136751,109,1,n/a
NDARPG134TF1,NaN,NaN,0,n/a
NDARPH176EWC,140377,109,1,n/a
NDARPH513LP3,164701,109,1,n/a
NDARPJ832WL6,NaN,NaN,0,n/a
NDARPK300HMV,NaN,NaN,0,n/a
NDARPL201YL4,148714,109,1,n/a
NDARPT007UXR,114401,109,1,n/a
NDARPV303LAX,165859,109,1,n/a
NDARRA719CPH,NaN,NaN,0,n/a
NDARRA933RLX,145692,109,1,n/a
NDARRB338YZ0,152052,109,1,n/a
NDARRC016UZE,NaN,NaN,0,n/a
NDARRC295CHW,126538,109,1,n/a
NDARRC355BM6,NaN,NaN,0,n/a
NDARRE445RHR,178653,109,1,n/a
NDARRF180JBU,162128,109,1,n/a
NDARRK038CBD,146685,109,1,n/a
NDARRL315KV3,NaN,NaN,0,n/a
NDARRP384BVX,171602,109,1,n/a
NDARRV941EAC,155307,109,1,n/a
NDARRW680PHD,139839,109,1,n/a
NDARRY097FUT,NaN,NaN,0,n/a
NDARRY215CXQ,NaN,NaN,0,n/a
NDARRY768ZH3,NaN,NaN,0,n/a
NDARTA819MF0,NaN,NaN,0,n/a
NDARTB213ML4,184278,109,1,n/a
NDARTB755MF5,149967,109,1,n/a
NDARTC227AXA,NaN,NaN,0,n/a
NDARTC652JK4,NaN,NaN,0,n/a
NDARTE773XJ5,NaN,NaN,0,n/a
NDARTG679NKQ,255430,109,1,n/a
NDARTH930FNK,NaN,NaN,0,n/a
NDARTJ433TB5,110102,109,1,n/a
NDARTM562NEW,NaN,NaN,0,n/a
NDARTN173MXV,NaN,NaN,0,n/a
NDARTN400TB1,156093,109,1,n/a
NDARTV525XC0,170037,109,1,n/a
NDARTY146DKE,202105,109,1,n/a
NDARTY225EWV,NaN,NaN,0,n/a
NDARUB231LHN,NaN,NaN,0,n/a
NDARUK329RUU,156511,109,1,n/a
NDARUM009GEZ,118378,109,1,n/a
NDARUT233WU9,155403,109,1,n/a
NDARUT470BM4,128967,110,1,n/a
NDARUT891XYJ,141626,109,1,n/a
NDARUU615WPR,NaN,NaN,0,n/a
NDARUV621PB0,NaN,NaN,0,n/a
NDARVB012UWL,NaN,NaN,0,n/a
NDARVB151GXF,NaN,NaN,0,n/a
NDARVC310XV2,NaN,NaN,0,n/a
NDARVC518NWG,212404,109,1,n/a
NDARVC964LX0,NaN,NaN,0,n/a
NDARVH033CA4,NaN,NaN,0,n/a
NDARVL190JA8,188529,109,1,n/a
NDARVL729TT5,NaN,NaN,0,n/a
NDARVP953BBF,NaN,NaN,0,n/a
NDARVX547MA0,122802,109,1,n/a
NDARVX856RHN,169878,109,1,n/a
NDARWB457JU6,NaN,NaN,0,n/a
NDARWC174VE6,NaN,NaN,0,n/a
NDARWC801CB5,NaN,NaN,0,n/a
NDARWJ414WB8,222229,109,1,n/a
NDARWJ621JRZ,NaN,NaN,0,n/a
NDARWJ671YX5,121438,109,1,n/a
NDARWN691CG7,133738,109,1,n/a
NDARWP732GD1,142826,109,1,n/a
NDARWR247CE1,119941,109,1,n/a
NDARWT086XMF,130337,109,1,n/a
NDARWU018VDB,160176,109,1,n/a
NDARWX711LBK,NaN,NaN,0,n/a
NDARXF497LYF,NaN,NaN,0,n/a
NDARXG646PM9,163090,109,1,n/a
NDARXL023NG9,NaN,NaN,0,n/a
NDARXM571XCC,126717,109,1,n/a
NDARXR123PFR,NaN,NaN,0,n/a
NDARXT222XYH,NaN,NaN,0,n/a
NDARXV094ZHH,143627,109,1,n/a
NDARXV294YRJ,140577,109,1,n/a
NDARXY532ZTT,NaN,NaN,0,n/a
NDARYA030ZG7,136214,109,1,n/a
NDARYE850ZVD,150726,109,1,n/a
NDARYF085LZQ,136191,109,1,n/a
NDARYH182BBV,NaN,NaN,0,n/a
NDARYJ638RTN,NaN,NaN,0,n/a
NDARYL771XDP,144288,109,1,n/a
NDARYM277DEA,130216,109,1,n/a
NDARYM994YF0,190153,109,1,n/a
NDARYN254VW6,NaN,NaN,0,n/a
NDARYU120NDA,144139,109,1,n/a
NDARYU575CE2,NaN,NaN,0,n/a
NDARYY664KHF,130739,109,1,n/a
NDARYY694NE7,NaN,NaN,0,n/a
NDARZC344VH2,163090,109,1,n/a
NDARZE963MEU,122226,109,1,n/a
NDARZN677EYE,136651,109,1,n/a
NDARZT096AUP,NaN,NaN,0,n/a
NDARZT199MF6,NaN,NaN,0,n/a
NDARZT940RZG,147552,109,1,n/a
NDARZT957CWG,141677,109,1,n/a
NDARZW873DN3,184778,109,1,n/a
NDARZY101JNB,NaN,NaN,0,n/a
NDARFB757VY3,NaN,NaN,0,n/a
NDARJJ389CP2,NaN,NaN,0,n/a
NDARLZ986JLL,NaN,NaN,0,n/a
NDARPH923FN7,220729,109,1,n/a
NDARTC707KPU,NaN,NaN,0,n/a
NDARVN883AU2,NaN,NaN,0,n/a
NDARWG911DZG,NaN,NaN,0,n/a
NDARZJ598BK0,NaN,NaN,0,n/a
NDARAD232HVV,NaN,NaN,0,n/a
NDARBB118UDB,174903,109,1,n/a
NDARBC296PLU,NaN,NaN,0,n/a
NDARBL935ZUA,NaN,NaN,0,n/a
NDARBT607PZL,115139,109,1,n/a
NDARCW946WNE,190262,109,1,n/a
NDARDE283PLC,256204,110,1,n/a
NDARDG929LYJ,178852,109,1,n/a
NDAREN242VPZ,NaN,NaN,0,n/a
NDARFW140WFX,NaN,NaN,0,n/a
NDARGY771DL8,NaN,NaN,0,n/a
NDARHL164JHH,131444,109,1,n/a
NDARHT095YB4,NaN,NaN,0,n/a
NDARKN509RP9,NaN,NaN,0,n/a
NDARKZ312XR1,NaN,NaN,0,n/a
NDARLN961XGP,NaN,NaN,0,n/a
NDARMC774PRM,NaN,NaN,0,n/a
NDARNA856AY1,NaN,NaN,0,n/a
NDARNJ633HHX,143527,109,1,n/a
NDARNT043XGH,NaN,NaN,0,n/a
NDARPD346FCN,NaN,NaN,0,n/a
NDARPW915RGD,NaN,NaN,0,n/a
NDARRA537FWW,NaN,NaN,0,n/a
NDARRV837BZQ,NaN,NaN,0,n/a
NDARRY268AF2,167316,109,1,n/a
NDARRY785GLM,NaN,NaN,0,n/a
NDARTC794GZ5,NaN,NaN,0,n/a
NDARVB538ZGJ,NaN,NaN,0,n/a
NDARVC350WVG,NaN,NaN,0,n/a
NDARWH725TXP,151841,109,1,n/a
NDARWJ064WYP,NaN,NaN,0,n/a
NDARWW480TU2,NaN,NaN,0,n/a
NDARWX051KEV,NaN,NaN,0,n/a
NDARWZ346RV4,NaN,NaN,0,n/a
NDARXF358XGE,NaN,NaN,0,n/a
NDARYF272EDC,172953,109,1,n/a
NDARYM586MYN,147227,109,1,n/a
NDARYN174NPH,164727,109,1,n/a
NDARYN595JMA,178511,109,1,n/a
NDARYX592YYR,NaN,NaN,0,n/a
NDARZG690NHH,129265,110,1,n/a
