Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAC349YUC,59492,4,1,n/a
NDARAC350BZ0,59479,4,1,n/a
NDARAD615WLJ,59936,4,1,n/a
NDARAG584XLU,61132,4,1,n/a
NDARAH503YG1,59539,4,1,n/a
NDARAX272ZJL,59469,4,1,n/a
NDARAX283MAK,59528,4,1,n/a
NDARAX887JRN,61158,4,1,n/a
NDARAY461TZZ,59482,4,1,n/a
NDARBC734UVY,59467,4,1,n/a
NDARBJ482HJL,60290,4,1,n/a
NDARBL444FBA,59485,4,1,n/a
NDARBR128UFP,59957,4,1,n/a
NDARBT640EBN,59467,4,1,n/a
NDARBU098PJT,61756,4,1,n/a
NDARBU532YXZ,62291,4,1,n/a
NDARBU928LV0,59463,4,1,n/a
NDARBV059CGE,62247,4,1,n/a
NDARBV167RMU,60644,4,1,n/a
NDARBV577EE0,60415,4,1,n/a
NDARBZ913ZB9,115459,7,1,n/a
NDARCC140AAK,61172,4,1,n/a
NDARCF052AE0,62341,4,1,n/a
NDARCG037CX4,59533,4,1,n/a
NDARCG947ZC0,62251,4,1,n/a
NDARCH001CN2,59517,4,1,n/a
NDARCM826PV9,59460,4,1,n/a
NDARCU001ZN7,59483,4,1,n/a
NDARCW497XW2,59476,4,1,n/a
NDARCX053GU5,59505,4,1,n/a
NDARCZ915NC1,59485,4,1,n/a
NDARDA665DRH,59512,4,1,n/a
NDARDE597GKQ,59922,4,1,n/a
NDARDF568GL5,61152,4,1,n/a
NDARDJ092YKH,59459,4,1,n/a
NDARDK197BHM,62308,4,1,n/a
NDARDL129FV3,59484,4,1,n/a
NDARDM118LR6,59943,4,1,n/a
NDARDM419DLQ,59471,4,1,n/a
NDARDN393BJH,59942,4,1,n/a
NDARDN489EXJ,59530,4,1,n/a
NDARDN924BV2,61147,4,1,n/a
NDARDR458MR7,59471,4,1,n/a
NDARDU760YZC,59925,4,1,n/a
NDARDV222JZ6,62267,4,1,n/a
NDARDX451ZGM,62347,4,1,n/a
NDARDX857DLB,59526,4,1,n/a
NDARDX872VH6,59493,4,1,n/a
NDARDY714NV9,61133,4,1,n/a
NDARDZ321FMY,59541,4,1,n/a
NDARDZ627XFA,59513,4,1,n/a
NDAREC647MKW,59466,4,1,n/a
NDAREC648WEL,59490,4,1,n/a
NDAREF888EVV,60163,4,1,n/a
NDAREG408DJ5,59475,4,1,n/a
NDAREG930XPP,61142,4,1,n/a
NDAREH852JE0,61768,4,1,n/a
