onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
30.83	n/a	15415	seqLearning_start	91	n/a	n/a	8
40.15	n/a	20075	learningBlock_1	31	n/a	n/a	8
40.166	n/a	20083	dot_no1_ON	11	n/a	n/a	8
40.756	n/a	20378	dot_no1_OFF	21	n/a	n/a	8
42.076	n/a	21038	dot_no6_ON	16	n/a	n/a	8
42.666	n/a	21333	dot_no6_OFF	26	n/a	n/a	8
43.986	n/a	21993	dot_no4_ON	14	n/a	n/a	8
44.576	n/a	22288	dot_no4_OFF	24	n/a	n/a	8
45.896	n/a	22948	dot_no2_ON	12	n/a	n/a	8
46.486	n/a	23243	dot_no2_OFF	22	n/a	n/a	8
47.806	n/a	23903	dot_no7_ON	17	n/a	n/a	8
48.396	n/a	24198	dot_no7_OFF	27	n/a	n/a	8
49.716	n/a	24858	dot_no3_ON	13	n/a	n/a	8
50.306	n/a	25153	dot_no3_OFF	23	n/a	n/a	8
51.626	n/a	25813	dot_no8_ON	18	n/a	n/a	8
52.216	n/a	26108	dot_no8_OFF	28	n/a	n/a	8
53.536	n/a	26768	dot_no5_ON	15	n/a	n/a	8
54.126	n/a	27063	dot_no5_OFF	25	n/a	n/a	8
55.446	n/a	27723	dot_no2_ON	12	n/a	n/a	8
56.036	n/a	28018	dot_no2_OFF	22	n/a	n/a	8
57.356	n/a	28678	dot_no7_ON	17	n/a	n/a	8
57.946	n/a	28973	dot_no7_OFF	27	1-6-4-2-7-8-3-5-2-7	1-6-4-2-7-3-8-5-2-7	8
78.642	n/a	39321	learningBlock_2	32	n/a	n/a	8
78.656	n/a	39328	dot_no1_ON	11	n/a	n/a	8
79.246	n/a	39623	dot_no1_OFF	21	n/a	n/a	8
80.566	n/a	40283	dot_no6_ON	16	n/a	n/a	8
81.156	n/a	40578	dot_no6_OFF	26	n/a	n/a	8
82.476	n/a	41238	dot_no4_ON	14	n/a	n/a	8
83.066	n/a	41533	dot_no4_OFF	24	n/a	n/a	8
84.386	n/a	42193	dot_no2_ON	12	n/a	n/a	8
84.976	n/a	42488	dot_no2_OFF	22	n/a	n/a	8
86.296	n/a	43148	dot_no7_ON	17	n/a	n/a	8
86.886	n/a	43443	dot_no7_OFF	27	n/a	n/a	8
88.206	n/a	44103	dot_no3_ON	13	n/a	n/a	8
88.796	n/a	44398	dot_no3_OFF	23	n/a	n/a	8
90.116	n/a	45058	dot_no8_ON	18	n/a	n/a	8
90.706	n/a	45353	dot_no8_OFF	28	n/a	n/a	8
92.028	n/a	46014	dot_no5_ON	15	n/a	n/a	8
92.616	n/a	46308	dot_no5_OFF	25	n/a	n/a	8
93.936	n/a	46968	dot_no2_ON	12	n/a	n/a	8
94.526	n/a	47263	dot_no2_OFF	22	n/a	n/a	8
95.846	n/a	47923	dot_no7_ON	17	n/a	n/a	8
96.436	n/a	48218	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-7	1-6-4-2-7-3-8-5-2-7	8
118.884	n/a	59442	learningBlock_3	33	n/a	n/a	8
118.896	n/a	59448	dot_no1_ON	11	n/a	n/a	8
119.486	n/a	59743	dot_no1_OFF	21	n/a	n/a	8
120.806	n/a	60403	dot_no6_ON	16	n/a	n/a	8
121.396	n/a	60698	dot_no6_OFF	26	n/a	n/a	8
122.716	n/a	61358	dot_no4_ON	14	n/a	n/a	8
123.306	n/a	61653	dot_no4_OFF	24	n/a	n/a	8
124.626	n/a	62313	dot_no2_ON	12	n/a	n/a	8
125.216	n/a	62608	dot_no2_OFF	22	n/a	n/a	8
126.536	n/a	63268	dot_no7_ON	17	n/a	n/a	8
127.126	n/a	63563	dot_no7_OFF	27	n/a	n/a	8
128.446	n/a	64223	dot_no3_ON	13	n/a	n/a	8
129.036	n/a	64518	dot_no3_OFF	23	n/a	n/a	8
130.356	n/a	65178	dot_no8_ON	18	n/a	n/a	8
130.946	n/a	65473	dot_no8_OFF	28	n/a	n/a	8
132.266	n/a	66133	dot_no5_ON	15	n/a	n/a	8
132.856	n/a	66428	dot_no5_OFF	25	n/a	n/a	8
134.176	n/a	67088	dot_no2_ON	12	n/a	n/a	8
134.766	n/a	67383	dot_no2_OFF	22	n/a	n/a	8
136.086	n/a	68043	dot_no7_ON	17	n/a	n/a	8
136.676	n/a	68338	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-7	1-6-4-2-7-3-8-5-2-7	8
156.924	n/a	78462	learningBlock_4	34	n/a	n/a	8
156.936	n/a	78468	dot_no1_ON	11	n/a	n/a	8
157.526	n/a	78763	dot_no1_OFF	21	n/a	n/a	8
158.848	n/a	79424	dot_no6_ON	16	n/a	n/a	8
159.436	n/a	79718	dot_no6_OFF	26	n/a	n/a	8
160.756	n/a	80378	dot_no4_ON	14	n/a	n/a	8
161.346	n/a	80673	dot_no4_OFF	24	n/a	n/a	8
162.666	n/a	81333	dot_no2_ON	12	n/a	n/a	8
163.256	n/a	81628	dot_no2_OFF	22	n/a	n/a	8
164.576	n/a	82288	dot_no7_ON	17	n/a	n/a	8
165.166	n/a	82583	dot_no7_OFF	27	n/a	n/a	8
166.488	n/a	83244	dot_no3_ON	13	n/a	n/a	8
167.076	n/a	83538	dot_no3_OFF	23	n/a	n/a	8
168.398	n/a	84199	dot_no8_ON	18	n/a	n/a	8
168.986	n/a	84493	dot_no8_OFF	28	n/a	n/a	8
170.308	n/a	85154	dot_no5_ON	15	n/a	n/a	8
170.896	n/a	85448	dot_no5_OFF	25	n/a	n/a	8
172.216	n/a	86108	dot_no2_ON	12	n/a	n/a	8
172.806	n/a	86403	dot_no2_OFF	22	n/a	n/a	8
174.128	n/a	87064	dot_no7_ON	17	n/a	n/a	8
174.716	n/a	87358	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-7	1-6-4-2-7-3-8-5-2-7	8
191.814	n/a	95907	learningBlock_5	35	n/a	n/a	8
191.826	n/a	95913	dot_no1_ON	11	n/a	n/a	8
192.416	n/a	96208	dot_no1_OFF	21	n/a	n/a	8
193.738	n/a	96869	dot_no6_ON	16	n/a	n/a	8
194.326	n/a	97163	dot_no6_OFF	26	n/a	n/a	8
195.648	n/a	97824	dot_no4_ON	14	n/a	n/a	8
196.236	n/a	98118	dot_no4_OFF	24	n/a	n/a	8
197.558	n/a	98779	dot_no2_ON	12	n/a	n/a	8
198.146	n/a	99073	dot_no2_OFF	22	n/a	n/a	8
199.468	n/a	99734	dot_no7_ON	17	n/a	n/a	8
200.056	n/a	100028	dot_no7_OFF	27	n/a	n/a	8
201.378	n/a	100689	dot_no3_ON	13	n/a	n/a	8
201.966	n/a	100983	dot_no3_OFF	23	n/a	n/a	8
203.288	n/a	101644	dot_no8_ON	18	n/a	n/a	8
203.876	n/a	101938	dot_no8_OFF	28	n/a	n/a	8
205.198	n/a	102599	dot_no5_ON	15	n/a	n/a	8
205.786	n/a	102893	dot_no5_OFF	25	n/a	n/a	8
207.106	n/a	103553	dot_no2_ON	12	n/a	n/a	8
207.696	n/a	103848	dot_no2_OFF	22	n/a	n/a	8
209.018	n/a	104509	dot_no7_ON	17	n/a	n/a	8
209.606	n/a	104803	dot_no7_OFF	27	1-6-4-2-7-3-5-8-8-7	1-6-4-2-7-3-8-5-2-7	8
235.664	n/a	117832	seqLearning_stop	50	n/a	n/a	8
236.755	n/a	118377.5	boundary	boundary	n/a	n/a	8
